,Tamil Words
18615,பேசுகிறத
18616,இரகசியத்த
18617,சைன்யத்துக்க
18618,சம்புவரையர
18619,முகமூடியைப
18620,காதலினால
18621,கோபத்தையும
18622,கட்டுக்காவல
18623,கவனத்தைக
18624,தப்பட்ட
18625,எங்கிருந்தாவத
18626,வர்ணிப்பதற்க
18627,வியப்புடனும
18628,ஒன்றுக்குத்தான
18629,பேச்சுகள
18630,பெயர்த்த
18631,பொங்கித
18632,விடுவதைக
18633,நிலம
18634,திடீரென்ற
18635,விளிம்பில
18636,கம்ப
18637,தன
18638,பிடுங்காத
18639,வேடிக்கைப
18640,நாட்டைப
18641,அபாயகரந்தான
18642,அப்பொழுதெல்லாம
18643,கானம
18644,உற்சாகங்கொண்ட
18645,ஏற்பட்டதுதான
18646,உதவியாகப
18647,தங்கியிருந்த
18648,ஓக
18649,தெரிந்தன
18650,வாஞ்சையுடனிருந்தவள
18651,கனைப்புக
18652,சொரிந்தீர்கள
18653,பிரயாணமானான
18654,துணைவனும
18655,வைஷ்ணவரும
18656,இவ்வாலிபனிடம
18657,எக்காரணத்தினால
18658,கோபுரங்களின
18659,புலப்படுகிறத
18660,தொங்கும
18661,மடிந்தான
18662,இரக்கமும
18663,குலைந்திடும
18664,தாண்டிப
18665,கொட
18666,பள்ளிப்படையைத
18667,பேசறீங்கள
18668,போக்கடித்த
18669,நூற்றுக்கணக்கான
18670,தரையில
18671,அந்தகாரம
18672,மருமகனாக
18673,எட்டுக்க
18674,குப
18675,ஆ
18676,வாசல்தோறும
18677,தீயில
18678,வைஷ்ணவனைப
18679,மாயமந்திரக
18680,நிராச
18681,கேட்கலானான
18682,கொத்தளங்களும
18683,சிவபக்தியும
18684,அடைந்தவனைப
18685,மருத்துவ
18686,கவனிக்கத
18687,வடிவமான
18688,உதிர்ந்த
18689,அச்சிவனார
18690,சாம்ராஜ்யம
18691,திறக்க
18692,குடும்பத்தையும
18693,போவதாக
18694,இழுத்துக
18695,விசாலமானதாகவ
18696,லட்சண
18697,வஸந்த
18698,ஊக்கமும
18699,பூண்டிருந்தவன
18700,மாலையும
18701,நாலாம
18702,திடுக்கிட்டுச
18703,சிறுவன்தான
18704,எறியக்கூடிய
18705,யோசிக்கும
18706,பூரித்துப
18707,பகுதிக்குச
18708,குடித்தனக்காரரையும
18709,ஏற்பட்டுவிட்டத
18710,பாடிக்கொண்ட
18711,கொடூரமான
18712,வண்ண
18713,வல்லவரையனுக்க
18714,அறுபட்டத
18715,மரபும
18716,அனுகூலமாகப
18717,பின்னங
18718,பெருந்தோல்விய
18719,கண்ணைச
18720,பாண்டியன
18721,அடுத்தக
18722,முடிக்கக
18723,பணிவிடையாளரும
18724,சாம்ராஜ்யத்துக்கும
18725,சொல்லுகிறத
18726,சேர்ந்திருக்கிறான
18727,குலத்தாரோட
18728,தெரிந்திருக்கவில்ல
18729,பிரகாசிக்கச
18730,நிலவறைய
18731,நினைத்தார்கள
18732,கோவில்களைப
18733,காட்டிவிட்ட
18734,உதவிக்குத
18735,பாரத
18736,உண்டாக்கியத
18737,பேசுகிறீர
18738,கந்தமாறனுக்கும
18739,குடும்பத்தைப
18740,விரும்பியவரைக
18741,அநிருத்தர
18742,கிழட
18743,தண்டனைய
18744,சக்தியற்றுப
18745,காலமாயிற்ற
18746,யாத
18747,நகரத்துக்குள
18748,சிறைக்குப
18749,வீரநாராயணபுரத்திலும
18750,அரசில
18751,காட்டில
18752,வந்தியத்தேவனால
18753,யாராயிருக்கும
18754,அவனுக்குச
18755,பரிவார
18756,அமைந்திருப்பத
18757,எந்தவிதக
18758,இலக்கணம
18759,சாமர்த்தியசாலிய
18760,வானமும
18761,கடப்பார
18762,சென்றன
18763,காயங்களுக்க
18764,தனக்குள
18765,அபராஜிதவர்மனோட
18766,மகாதண்ட
18767,பெயர்போன
18768,மண்டலத்துப
18769,கரட
18770,ஆண்ம
18771,கஷ்டமாகத்தான
18772,நிறுத்திவிட
18773,ஜன்மத்த
18774,வேறொன்றுமில்ல
18775,காவிரிக்குத
18776,புருஷரைப
18777,கதையாகத்தான
18778,திருப்பிக
18779,அப்படிங்கள
18780,பதிந்தன
18781,காயங்களைக
18782,சகோதரனும
18783,அவமானத்தைத
18784,நோய்ப
18785,கனல
18786,கைகொட்டிச
18787,இவர்களைப
18788,ஆடிக
18789,நீட்டிப
18790,எழுந்தான
18791,வாளையும
18792,தப்பித்த
18793,சத்தங்கூட
18794,பத்திரமாகத
18795,ஆதரவ
18796,அதிகப
18797,கண்டேன
18798,நடத்துவதற்க
18799,சிகாமணிகள
18800,தோன்றியிருந்தபடியால
18801,வைப்பத
18802,குதிரையைத
18803,இராஜ்யங்கள
18804,ஏற்றிய
18805,காலம
18806,சந்தித்த
18807,திருமலைக்குக
18808,போலத்தான
18809,ஊம
18810,கீழ
18811,தான்யாதிகார
18812,ஜனத்திரள
18813,பின்வருமாற
18814,தட்டுப்படவில்ல
18815,மாதிர
18816,பள்ளிப்படையைத்தான
18817,அவனிடமிருந்துதான
18818,தவறான
18819,சங்கடத்திலிருந்த
18820,அருள்மொழிக்காக
18821,நதிக்கரையோரமாகச
18822,பண்பையும
18823,தீரன
18824,அர்ச்சகர
18825,பாலிய
18826,புதல்வர்களின
18827,வைத்திருந்தார
18828,அகப்பட்டபடியால
18829,வேலனாட்டமும
18830,உபநிஷதம
18831,அறிவதற்காகத்தான
18832,கோட
18833,தடுத்த
18834,ஆசைப்பட்டார்கள
18835,பல்லவ
18836,இங்குள்ள
18837,தெரியாமலிருக்கும
18838,பழுவேட்டரையர்கள்தாம
18839,ஆலயத்தின
18840,கண்டத
18841,மகாராணிகள
18842,பொருளுக்க
18843,சம்மதித்த
18844,பொன்னாகும
18845,பெரியதொர
18846,சக்கரவர்த்திப
18847,வேண்டாத
18848,நிறைவேற்றியதும
18849,கடலைக
18850,பகைவனின
18851,நீர்தேக்க
18852,யுகமாயிருந்தத
18853,ஒளிந்திருந்த
18854,ஒற்றனாம
18855,அரண்மனையைச
18856,வீரசைவராகிய
18857,மூச்சாகப
18858,முதலையாக்கும
18859,பஞ்சண
18860,வேலையோட
18861,செய்துகொள்ள
18862,பொத்தினான
18863,நடக்கக்கூடிய
18864,வேந்தர
18865,ஆடுவதற்காக
18866,சென்றவர்களும
18867,சூரியனையும
18868,உபநிஷதங்களுக்கும
18869,சந்ததியில்லாமலும
18870,சிக்குவதில்ல
18871,பிடித்துத
18872,மகாராணியிடம
18873,கேட்கவில்லைய
18874,நித்திராதேவ
18875,உதயம
18876,மந்திரவாத
18877,வதனத்தைக
18878,நிலவின
18879,வராவிட்டால
18880,குணங்களில
18881,நன்றியுடையவர்களாயிருப்பத
18882,பலன
18883,அவநம்பிக்கைய
18884,ஓடுகிறத
18885,கோபத்த
18886,மக்களுக்குக
18887,திருப்புவத
18888,தற்சமயம
18889,இடத்துக்குக
18890,உயரப
18891,பாடம
18892,நாட்டில
18893,அழுத்த
18894,கொள்வானேன
18895,மேர
18896,வயிற்றுக்குள
18897,இருக்கக்கூடும
18898,தனிய
18899,சாதுப்பிள்ளையின
18900,வயிற
18901,வழங்கிற்ற
18902,தோட்டம
18903,செல்வார
18904,தனித
18905,மாயக
18906,ஆக்ரமித்துக
18907,திருவல்லம
18908,பொருத்தமாயில்ல
18909,ஒன்றில
18910,சொன்னான
18911,ஆக்கிக
18912,அவர்கள
18913,கூடியவராயிருக்கிறார
18914,இடிந்தும
18915,சப்பட்டைய
18916,குயில்களாகிப
18917,குரலையும
18918,தேவன
18919,சாத்தப
18920,வருத்திடும
18921,இருந்தால
18922,நின்றிருந்தபோத
18923,சொல்லவில்லைய
18924,கூறியத
18925,பிள்ளைகளும
18926,இடமிருக்கவில்ல
18927,பழையாறைக்குத
18928,மெழுகைப்போல
18929,ஆச
18930,வில்லிலிருந்த
18931,கலங்களில
18932,நந்தினியையும
18933,எண்பத
18934,தொழுத
18935,சொப்பனபுரிய
18936,மரங்களையும
18937,பெற்றார
18938,திருமேற்றள
18939,சிங்காதனத்தில
18940,நதிக
18941,மூன்றாவதாக
18942,இளவரசரின
18943,சங்கடத்தில
18944,சிங்கத்தின
18945,சொன்னார
18946,தௌிவ
18947,கேட்டதுஐந்த
18948,நினைவிருக்கிறதல்லவ
18949,திருமுகத்த
18950,பழக
18951,வீரநாராயணன
18952,ஜோதிடரைப
18953,பரம்பரையான
18954,பிடித்தவனைப
18955,குன்றுகளைச
18956,யோசனையைப
18957,கொங்கர்களும
18958,தஞ்சைக
18959,இல்லையட
18960,மனத்துக்குகந்த
18961,பதற்றக்காரன
18962,வளம
18963,வழிமறித்துக
18964,உள்ளாக
18965,குமாரிக்க
18966,பகுதிகளின
18967,சிரித்தறியாத
18968,விழுந்ததின
18969,குடைந்த
18970,விசாரிப்பதற்க
18971,வெளிவந்தான
18972,மண்ணினால
18973,அவளைத
18974,மண்டபத்தில
18975,பண்டங்களைச
18976,நாகரிகமில்ல
18977,பெருங்குடியில
18978,உண்டாக்கிக
18979,கடவுளான
18980,இடத்துக்குப
18981,நந்தினியைத
18982,அதற்காகக
18983,உண்டாகாமலிருக்கும
18984,உலகில
18985,வாய்க்கால்களும
18986,மண்டபத்திலும
18987,கட்டடம
18988,திசைய
18989,வல்லவரையன
18990,என்பதைய
18991,நாசம
18992,தாய்மார
18993,ஆற்றங்கரையில
18994,காட்டுவார்கள்கோட்டைக்க
18995,பகைவர்களோடேய
18996,புன்னகையும
18997,மண்டபங்கள
18998,தோன்றியத
18999,விட்டதுசேன
19000,படுத்திருந்தார
19001,ஊருக்க
19002,ஓரத்தில
19003,விழுந்திருக்கக்கூடியத
19004,இருந்ததுஎனினும
19005,நம்பும்பட
19006,ஒன்றரைக
19007,தீர்மானித்திருந்தாள்ஆனால
19008,ஏறியிருந்தார
19009,கிழ
19010,முதலிய
19011,படிக்கச
19012,வாகனத்தையும
19013,உட்கலகமும
19014,அக்குதிரைய
19015,விட்டதாகவ
19016,பூவைய
19017,சுமந்த
19018,ஆழ்கடல
19019,வாசலில
19020,விலகிச
19021,ராஜகுமாரனுக்குக
19022,அளவ
19023,மண்டபங்களும
19024,ஆளுக்க
19025,ஆட்களைச
19026,உள
19027,வழியிலேய
19028,குதூகலப்படாதவன
19029,சந்நிதானத்துக்க
19030,சங்கர
19031,சுருள
19032,கேட்டிருந்தாயல்லவ
19033,புருஷன
19034,உங்களைப
19035,இலேசாகக
19036,போட்டாள
19037,சாலையிலிருந்த
19038,சமிக்ஞைகள
19039,மனமின்றித
19040,உதவாத
19041,சொல்லியிருப்பேன
19042,அவற்றின
19043,எழுதப்படும
19044,முனகினான
19045,எண்ணியிருக்கிறாய
19046,சதிகாரர்களுக்குச
19047,உபயோகம
19048,ஜோசியரைப
19049,அறுக்கப்பட்ட
19050,நாழிகையும
19051,கருத்தத
19052,பிழைத்தோம
19053,குடிசைக்க
19054,வளையல்களும
19055,கொழுத்த
19056,செய்தவன
19057,முதன்மையான
19058,இளையராணியாக
19059,தகுதியில்லாதவன
19060,சொன்னதாகக
19061,வீறுகொண்ட
19062,பேசியிருப்பார
19063,காவேரியின
19064,நேரம
19065,பிடிப்பதற்காகவ
19066,பார்க்கிறாய
19067,பாதகம
19068,மொட்டையடித்த
19069,அவர்கள்தான
19070,ஆசிரியர்கள
19071,அடியேனுக்குத
19072,தாட
19073,களைப்புத
19074,சித்திரங்களும
19075,காவேரியிலிருந்த
19076,ரசிகர
19077,தெருமுனைகளில
19078,இன்றிப
19079,வேண்டுமல்லவ
19080,ஆந்தையும
19081,பட்டிருந்த
19082,நவரத்தின
19083,தொலைவில
19084,சுவாமிகளின
19085,கோட்டையைக
19086,தருணமல்ல
19087,யமனைக
19088,நடக்கிற
19089,கொண்டிருப்பவள
19090,கட்டியக்காரனையும
19091,சம்மதம
19092,பயமும
19093,பல்லக்கும
19094,சரித்திரப
19095,கலங்கரைவிளக்கக
19096,பெருந்தரத்த
19097,பார்க்கப
19098,தீர்மானத்தின்பட
19099,ராமானுஜர
19100,இடைக்காலத
19101,துறவியாகப
19102,உண்டாயிற்ற
19103,மருந்த
19104,கொள்வதுபோல
19105,கொல்லப
19106,எழுந்தார
19107,அண்ண
19108,வலக்கையில
19109,துவம்ஸம
19110,திருக்குமாரிக்க
19111,ஆலமரத்தின
19112,ஐயம
19113,தங்களில
19114,புரியவில்லைய
19115,வண்டிகளும
19116,திறம்படச
19117,நாயன்மார்களைப
19118,ஜாலத்தில
19119,புத்தம
19120,கொதிக்கத்தான
19121,மந்திரவாதியில்லையென்ற
19122,முடிசூட்டினோம
19123,பலாச
19124,போலப
19125,காத்திருந்தவர்களுக்கெல்லாம
19126,ஒற்றன
19127,ஆழ்ந்திருந்தான
19128,உதவியத
19129,பறிகொடுத்துவிடாத
19130,இலட்சியம
19131,அரைகுறையான
19132,முன்னோர்களைய
19133,தந்த
19134,கரம
19135,மரங்களிலிருந்த
19136,பரிபூரணமாக
19137,சமநிலமாயிருந்தத
19138,வருமாற
19139,ஆயத்தமாயிருக்கிறீர்கள
19140,சக்தியைய
19141,அனுப்பவில்ல
19142,வேண்டுமென்றால
19143,பித்த
19144,பார்க்க
19145,சிந்திய
19146,அவனுக்க
19147,இறந்தால
19148,போயிருந்தத
19149,அநாதையான
19150,குறுநில
19151,வாய்ந்ததாயிருந்தத
19152,கடைப்பிட
19153,பொறுமையைச
19154,சோதிடர்களைத
19155,தெரிகிற
19156,திருமாலுக்குரிய
19157,பிறந்ததில்ல
19158,இராஜ்யங்களைக
19159,ஆலோசித்தார்கள
19160,ஏற்படுத்தியிருந்தத
19161,மரக்கிள
19162,கல்வியையும
19163,யாரையும
19164,ஓரத்தின
19165,கரைகள
19166,யாரைச
19167,முழுமையாகப
19168,போடுகிறார்கள
19169,ஏறியத
19170,துணிச்சலாகவும
19171,சொல்வான
19172,மனிதர்களைப
19173,கொட்டினான
19174,பார்த்துவிட்டுத
19175,தமிழகத்தில
19176,என்றென்றைக்கும
19177,தகுந்தபட
19178,ஆனார
19179,தருவாயில
19180,கொடும்பாளூர்க
19181,ஏராளமாயிருந்தன
19182,இதற்குக
19183,கூரையில
19184,தெரியாதவன
19185,கதவுகளில
19186,தொடங்கலாம
19187,அருள்மொழிவர்மர
19188,கேள்விப்பட்டிருக்கிறோம
19189,தாலாட்டுப
19190,பிறக்கத
19191,சண்டைக்குப
19192,படைபலம
19193,மனைவ
19194,பொக்கிஷ
19195,கொள்வத
19196,இராஷ்டிர
19197,மணப்பதில்ல
19198,சிந்திக்கவில்ல
19199,சைன்யத்துடன
19200,மாதமாக
19201,திருவுளங்கொண்டார
19202,ஓடிவருவத
19203,விரும்புகிறீர
19204,தப்பிப
19205,மாளிக
19206,காற்றோட்டம
19207,விழுந்திருக்கும
19208,ஆச்சாரியார
19209,அடைந்தேன
19210,நில
19211,சிவபக்தியில
19212,பிரதிநிதிகள
19213,இல்லையென்றாலும
19214,உதைபட்ட
19215,புகழ்கின்றன
19216,மொழிகள
19217,சோழருக்குப
19218,எடுத்தார்கள
19219,தியானத்திலும
19220,தாகத்துக்குத
19221,வளர்க்கிறீர்கள
19222,வெளிந்தும
19223,ஆயிரந்தடவ
19224,கூட்டத்துக்கிடைய
19225,சித
19226,தவிக்கின்றத
19227,நோய்ப்பட்டுத
19228,சாற
19229,காவல
19230,துடித்தன
19231,விலகியத
19232,பிழிந்தார்கள
19233,வாய
19234,அதோட
19235,நாதன
19236,பிறப்பான
19237,இறுதிவர
19238,வெளிச்சம
19239,போகிறோம
19240,கைத
19241,ருக்மிண
19242,காதுகளையும
19243,நள்ளிரவுக
19244,காத
19245,கட்டுண்டிருந்த
19246,ஏனெனில
19247,தொட்டன
19248,எழுபத
19249,கண்களுக்குத
19250,வேங்க
19251,வியப்பும
19252,மூடமதியினால்தான
19253,கொள்ளவில்லைய
19254,விரல்களோட
19255,அந்நதிய
19256,அழைக்கப்பட்ட
19257,மிதந்தத
19258,விழித்திருக்கின்றன
19259,மாமனின
19260,வைத்தியர
19261,உபயோகிப்பதற்கும
19262,பொன
19263,நர்மத
19264,கயிற்றைப
19265,நண்பனுக்க
19266,உறியடித
19267,போதாத
19268,திரும்பியிருக்கிறத
19269,ரணகளம
19270,அனுப்பியிருக்கிறாய
19271,தரையிலிருந்த
19272,சொல்லவில்லைதான
19273,மௌடீகர்களைப
19274,கேட்பதும
19275,நாளைய
19276,செய்வித்தவர
19277,சாதாரண
19278,ஆளையும
19279,இறங்குவத
19280,கிளம்ப
19281,நீத்தார
19282,மாதிரிதான
19283,போனத
19284,பேணும
19285,கிட்டுவத
19286,பானையில
19287,நெருங்கிச
19288,படைத்திருந்த
19289,மகாபலியைப
19290,யுத்தத்தில
19291,சொன்னதின
19292,நேரவில்ல
19293,வெளிப்படுத்திவிட
19294,விட்டதைப
19295,சீடனுக்குள்ள
19296,நிற்காமல
19297,சேனைய
19298,ஜாதிகளில
19299,விரோதிகளைச
19300,உதித்த
19301,மருகச
19302,வீரபாண்டியனுக்குத
19303,வெளிப்படுத்துவதற்கில்ல
19304,தினகரன
19305,நூறாண்ட
19306,அணிந்திருந்தார்கள
19307,கொத்தளம
19308,என்னென்ன
19309,இஷ்டப்பட
19310,வெள்ள
19311,தங்களுடைய
19312,கடைக்குட்டிச
19313,தழையாக்கிச
19314,தளபதியிடம
19315,நினைக்கிறேன
19316,அமைக்கப்பட்டிருந்தத
19317,நின்றவர்களைச
19318,போய்விட்டேன
19319,சாமர்த்தியம
19320,மங்கச
19321,குயில்கள
19322,தயக்கத்தைச
19323,சேராதிருந்தால
19324,கேள்வியும
19325,கிடக்கும்போத
19326,மூள
19327,குழந்தைகளும
19328,யாராயிருப்பேன
19329,தெய்வாதீனமாக
19330,புலவர
19331,மரியாதைய
19332,அன்னிய
19333,மாற்சரியம
19334,முழக்கம
19335,பாம்ப
19336,காட்டுவோரும
19337,அதுவும
19338,படையெடுப்புக்க
19339,குரலிலும
19340,உரியதாக
19341,திருமங்கையாழ்வார
19342,ஊர்கள
19343,அவ்விடத்த
19344,கொண்டிருக்கிறாள
19345,நிலவறைக்க
19346,சிறைப்படுத்தியிருக்கிறாய
19347,உழுத
19348,இடம
19349,தனியாகச
19350,அரண்மனையோட
19351,தளம
19352,தலையற்ற
19353,பழைமையான
19354,தலைதூக்க
19355,அப்போர்க்களத்தில
19356,கற்பனைப்பட
19357,முதலையைத
19358,அமைப்பின
19359,பிடிபட
19360,நோன்ப
19361,குமாரிய
19362,பராந்தக
19363,வர
19364,அழகாகும
19365,பாரஸீகம
19366,விட்டொழித்திருந்தேன
19367,குத்திவிட்டுத
19368,பொறுப்பையும
19369,வீரர்களாகிய
19370,நிற்கச
19371,சம்பத்துக்களையும
19372,குந்தவைக்கும
19373,கலியாணிய
19374,அறிய
19375,அம்மாவுக்கும
19376,ஐயமற
19377,தலையைத
19378,நாவில
19379,நம்பாவிட்டால
19380,தாண்டினாராம
19381,ஒத்தத
19382,வாழைப
19383,வாக்குத்தான
19384,புகையும
19385,ஆழ்வார்க்கடியானுக்க
19386,எஜமானன
19387,கால்வாயில
19388,நதிகளிலும
19389,இறங்கிவிட்டாள
19390,கிரீடத்துக்க
19391,கூறின
19392,கீதம
19393,உதிர்த்துவிட்ட
19394,ஆசையாயிருக்கிறத
19395,கோபத்தொனியில
19396,தட்டிச
19397,மர்மம
19398,அவ்விதம
19399,பூஜைய
19400,வடிய
19401,அத்வைதிகளைக
19402,அரசமரத்தடியில
19403,சகோதரியாயிருக்கலாம
19404,சிற்பபுரியைச
19405,அப்பள்ளிப்படைக
19406,அடித்தத
19407,கொண்டுமிருந்தார்கள
19408,காய
19409,களங்களில
19410,அதுபோல
19411,திருப்த
19412,நோக்கியவாற
19413,ஆவல
19414,உற்சாகத்துடன
19415,பெட்டியுடன
19416,வைக்கப
19417,கசப்பாகவ
19418,பரவசமாகப
19419,இதிகாச
19420,வம்சத்தினர
19421,ஊராக
19422,இனித
19423,இளவரசப
19424,இதனால்தான
19425,எண்ணாததெல்லாம
19426,போட்டதில்லைய
19427,சிவபக்தனாகிய
19428,குடையின
19429,பகைவர்களுக்க
19430,பேசினேன
19431,சிக்கினார
19432,முயன்றபோத
19433,செய்திருந்தாள
19434,கவனித்துக
19435,தாவ
19436,பட்டறையில
19437,சுமத்த
19438,காஞ்சியிலிருந்த
19439,தளபதிய
19440,சிநேகிதம
19441,படையெடுப்பைத
19442,விருப்பத்துக்க
19443,நினையாத
19444,பொங்குகிறத
19445,கொண்டீர
19446,தலையால
19447,சிவபெருமானுக்கும
19448,கொண்டவளும
19449,துண்டித்துப
19450,சாஸ்திரங்களையும
19451,வட்டியுடன
19452,திருவிளையாடல்களைப
19453,நான்தான
19454,சிற்பங்களும
19455,மதுவனத்தையும
19456,புக
19457,மணிமகுடமும
19458,நாத
19459,நிசப்தமும
19460,தெரியும
19461,விட்டுவிடமாட்டார்கள
19462,பொறாமைப்படும்படியான
19463,குறுக்கிட்ட
19464,விட்டவர்கள
19465,சர்ப்பத்தைப
19466,மகாதேவியின
19467,வெளிப்புறத்திர
19468,இன்றைக்குப
19469,சிந்தனைகளில
19470,விரோதமாயிருக்கிறார
19471,வடவாற
19472,எழுந்திருக்கிறேன
19473,வர்ணித்தார
19474,நெற்றியில
19475,வேறாயிருந்தத
19476,அவர்களண்ட
19477,சிலருடைய
19478,சிவாலயத்துக்குள
19479,வீதியின
19480,குலுக்கிப
19481,அத்வைத
19482,விண்ணகரத்தைப
19483,தடுத்தாட்கொண்டத
19484,சிறுமிகளும
19485,இவ்வுலகத்துக்க
19486,சீடர
19487,ஞானச
19488,விலகியதும
19489,தாழ்த்திக
19490,தகுத
19491,சந்தன
19492,கோவில்தான
19493,முடியும
19494,நல்ல
19495,சிதறுவதற்க
19496,கும்பலாகப
19497,நதியின
19498,வஞ்சகத்தினால
19499,ஆடுவேன
19500,முயன்றன
19501,கொண்டிருப்பான
19502,தங்கியிருந்தேன
19503,உத
19504,உடுத்துச
19505,அந்தப்புரத்துக்குக
19506,தோள்களில
19507,கைலையங்கிரியில
19508,காய்ச்சிய
19509,சிரித்துக
19510,கரும்ப
19511,சுருங்கிப
19512,வெளிந்த
19513,அம்புகள
19514,பூங்குழல
19515,எழுந்திருப்பாள
19516,அன்ன
19517,இதைத
19518,குமுகுமுவென்ற
19519,ஊறியத
19520,வௌியில
19521,கம்மல
19522,பாடியிருக்கிறார்கள
19523,நாற்புறமும
19524,போகாமல
19525,பல்லக்கிலேய
19526,செல்வாக்குப
19527,இவனைத
19528,நிலவறையில
19529,அனுப்பினேன
19530,விட்டெறிந்த
19531,பத்தினியாகிய
19532,தலையிட்டுப
19533,ரத
19534,அவ்விடத்தில
19535,கஷ்டத்தைத
19536,மாறுதல
19537,ஒலிகளினால
19538,சென்றிருக்கும
19539,மனைவியின
19540,சுகுமாரியும
19541,கிழித்துக
19542,ராணிமார்கள
19543,நிலவ
19544,உடலைத
19545,சந்தித்தாக
19546,முடியாவிட்டால
19547,மேல்மாட
19548,வியப்புக்க
19549,சாவதானமாகப
19550,கற்பாறைகளைக
19551,ஓடியிருக்கலாம
19552,பெரியோர்களும
19553,பூமிய
19554,மிசிரம
19555,காரியத்தையும
19556,மறுக்கிறாள
19557,விற்போரின
19558,அரசமரத்தோட
19559,வேற்றுமைய
19560,கருங்கற்றள
19561,தப்புவிக்கும
19562,இதனாலெல்லாம
19563,திரும்பிக
19564,உதவிப
19565,செய்கிறார்களாம
19566,காயத்தினால
19567,சைன்யங்கள
19568,புலவருக்குக
19569,சுயமாகவும
19570,நடனமாடிய
19571,புகழும
19572,பூச்ச
19573,ஊமையிடம
19574,வந்தியத்தேவனுக்கும
19575,பிரயாணியைப
19576,மண்ணியாற்றின
19577,மேட
19578,துவந்த
19579,இஷ்டம்போல
19580,முகங்களும
19581,சிவாலயங்கள
19582,இடும்பன்காரியின
19583,இரத்தம
19584,துரத்த
19585,மழையும
19586,காலியாக
19587,பிடிப்பதற்குத
19588,உறுதியையும
19589,உறிஞ்சிவிட்டத
19590,புடைவைகள
19591,தமிழ்நாட்டில
19592,அதிருப்தியுடன
19593,கோயிலாகக
19594,வெற்றிதான
19595,அமுக்கிப
19596,சாரத
19597,மடுவில
19598,தென்கரையில
19599,வலிமையும
19600,நம்பாவிட்டாலும
19601,அப்பெண்களுடன
19602,குடந்தைக்குச
19603,அவமானத்த
19604,பொழிந்த
19605,பீடத்தில
19606,குன்றுகள
19607,ராஜ்யத்தின
19608,வராமல
19609,ராஜாக்களும
19610,வடகரையோட
19611,ஆட்களாக
19612,தூங்கிய
19613,குதர்க்கமாக
19614,அடிபடுவதைக
19615,பாவத்த
19616,இராமபிரானின
19617,அடியில
19618,ரத்தினப
19619,இருவருடைய
19620,கொடுத்திராவிட்டால
19621,காப்பாற்றுகிறவளைப
19622,அடைக்கலம
19623,மரணதண்டன
19624,யுவராஜ
19625,ஆழ்வார்க்கடியாரைச
19626,இதற்குள
19627,வீரர்களுக்குக
19628,தரிசன
19629,நகத்துக்குக
19630,உரியவன
19631,நாவிற்குப
19632,பிரிந்திருக்கவ
19633,கஷ்டமாயிருக்கிறதுநாட
19634,பூசாரிகளும
19635,தேடுவதற்க
19636,இருக்காத
19637,எனக
19638,எங்களில
19639,பயத்துடன
19640,பெண்ணைப
19641,வியர்வையினால
19642,கலங்கள
19643,கொடியின
19644,குறிப்பிட்டத
19645,அருவருப்பும
19646,என்னவாகும
19647,எண்ணமிட்டுக
19648,பொறுமையாயிர
19649,முத்தும
19650,சூழ்ந்த
19651,விட்டார்களாம
19652,வீரர்களுக்க
19653,நண்பன
19654,சுருங்கியிருந்த
19655,வந்துவிட்டத
19656,காய்ச்சலிலும
19657,வந்தியத்தேவனைக
19658,பகுதிய
19659,கடைசியில
19660,ஏமாற்றமும
19661,ஞாபகமாகவேயிருந்தத
19662,கிளம்பிவிட
19663,விர
19664,வர்த்தகர்களின
19665,அநியாயம
19666,கீழைநாட்டாரைத
19667,பொருட்படுத்தவில்ல
19668,நாட்டியிருந்தால
19669,இறந்துதான
19670,வைஷ்ணவ
19671,பலவகையாகச
19672,விருத்திராசுரனுக்கும
19673,மூலிகையினால
19674,சிவிகைக்குள்ள
19675,பிசக
19676,தடவ
19677,அச்சமயத்தில
19678,நுளம்பபாட
19679,மனிதர்கள
19680,அப்பாறைகளின
19681,சம்பாதிப்பத
19682,பல்லக்கோட
19683,கைப்பட
19684,களஞ்சியம
19685,வீரனாயிருப்பான
19686,தென்கோடிக்க
19687,கசிந்தத
19688,செல்லச
19689,உயிருள்ள
19690,மிக்கவர
19691,செய்யக்கூடியவன
19692,முழையிலிருந்த
19693,பிரகாசித்தத
19694,அவரிலும
19695,ஆப்தசினேகிதன
19696,உற்றுப
19697,நம்பிக்கைக்கும
19698,கனவாகப
19699,அருள்மொழிதான
19700,அடுத்தாற்போல
19701,பயன்பட்டிருக்கும
19702,கொடுத்திருக்கிறான
19703,காற்றின
19704,மெய்யான
19705,கலக்கும
19706,அபாயத்தையும
19707,கரும்புத
19708,பேருடன
19709,பார்க்கிறவன
19710,உறையூருக்க
19711,பெண்ணரசியையல்லவ
19712,சம
19713,மகிழ்ந்தத
19714,பாதம்பட்ட
19715,ஆண்டாள
19716,பக்தனுக்குப
19717,வரமாட்டான
19718,ஏறவிட்டேன
19719,அரண்மனைய
19720,கட்டளையிட்டோம
19721,மனப்பான்ம
19722,தக்க
19723,பெண்மணிய
19724,பாரில
19725,கடலுக்குச
19726,முகத்தில
19727,கலைவதற்க
19728,பிள்ளையானால
19729,இரட்டைக
19730,மனைவியும
19731,கூந்தல்களைத
19732,பெருமாளின
19733,வந்தோம
19734,சொல்லியிருப்பாள்இப்போத
19735,மெலிந்த
19736,காணப்பட்டீர்கள
19737,என்னவென்பதைத
19738,தலைக்கயிற்றைப
